Sample	cat16-17.trees	cat16-17.sequence01_sequence05_sequence04_sequence14_sequence16_sequence02_sequence10_sequence06_sequence15	cat16-17.sequence05_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence02_sequence09_sequence03_sequence10_sequence06_sequence08	cat16-17.sequence07_sequence11_sequence12_sequence13_sequence02_sequence09_sequence03_sequence08	cat16-17.sequence01_sequence05_sequence04_sequence14_sequence16_sequence10_sequence06_sequence15	cat16-17.sequence01_sequence04_sequence02_sequence15	cat16-17.sequence01_sequence04_sequence07_sequence11_sequence12_sequence13_sequence09_sequence03_sequence08_sequence15	cat16-17.sequence01_sequence05_sequence04_sequence14_sequence07_sequence11_sequence12_sequence13_sequence16_sequence09_sequence03_sequence10_sequence06_sequence08_sequence15	cat16-17.sequence01_sequence04_sequence07_sequence11_sequence12_sequence13_sequence02_sequence09_sequence03_sequence08_sequence15	
983	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
984	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
985	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
986	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
987	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
988	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
989	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
990	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
991	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
992	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
993	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
994	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
995	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
996	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
997	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
998	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
999	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1000	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1001	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1002	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1003	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1004	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1005	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1006	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1007	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1008	26.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
1009	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1010	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1011	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1012	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1013	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1014	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1015	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1016	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1017	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1018	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1019	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1020	26.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
1021	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1022	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1023	26.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
1024	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1025	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1026	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1027	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1028	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1029	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1030	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1031	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1032	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1033	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1034	26.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
1035	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1036	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1037	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1038	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1039	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1040	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1041	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1042	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1043	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1044	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1045	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1046	26.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
1047	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1048	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1049	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1050	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1051	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1052	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1053	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1054	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1055	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1056	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1057	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1058	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1059	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1060	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1061	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1062	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1063	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1064	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1065	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1066	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1067	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1068	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1069	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1070	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1071	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1072	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1073	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1074	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1075	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1076	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1077	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1078	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1079	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1080	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1081	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1082	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1083	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1084	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1085	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1086	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1087	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1088	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1089	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1090	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1091	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1092	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1093	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1094	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1095	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1096	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1097	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1098	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1099	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1100	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1101	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1102	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1103	26.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	
1104	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1105	26.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	
1106	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1107	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1108	28.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
1109	28.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
1110	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1111	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1112	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1113	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1114	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1115	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1116	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1117	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1118	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1119	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1120	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1121	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1122	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1123	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1124	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1125	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1126	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1127	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1128	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1129	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1130	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1131	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1132	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1133	26.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
1134	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1135	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1136	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1137	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1138	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1139	26.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
1140	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1141	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1142	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1143	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1144	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1145	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1146	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1147	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1148	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1149	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1150	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1151	26.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
1152	26.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	
1153	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1154	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1155	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1156	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1157	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1158	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1159	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1160	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1161	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1162	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1163	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1164	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1165	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1166	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1167	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1168	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1169	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1170	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1171	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1172	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1173	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1174	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1175	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1176	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1177	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1178	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1179	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1180	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1181	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1182	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1183	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1184	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1185	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1186	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1187	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1188	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1189	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1190	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1191	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1192	26.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	
1193	26.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1194	26.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
1195	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1196	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1197	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1198	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1199	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1200	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1201	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1202	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1203	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1204	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1205	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1206	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1207	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1208	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1209	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1210	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1211	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1212	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1213	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1214	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1215	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1216	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1217	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1218	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1219	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1220	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1221	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1222	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1223	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1224	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1225	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1226	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1227	26.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
1228	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1229	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1230	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1231	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1232	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1233	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1234	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1235	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1236	26.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	
1237	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1238	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1239	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1240	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1241	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1242	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1243	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1244	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1245	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1246	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1247	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1248	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1249	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1250	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1251	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1252	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1253	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1254	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1255	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1256	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1257	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1258	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1259	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1260	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1261	28.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
1262	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1263	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1264	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1265	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	
1266	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1267	28.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
1268	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1269	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1270	26.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
1271	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1272	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1273	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1274	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1275	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1276	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1277	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1278	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1279	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1280	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1281	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1282	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1283	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1284	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1285	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1286	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1287	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1288	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1289	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1290	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1291	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1292	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1293	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1294	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1295	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1296	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1297	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1298	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1299	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1300	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1301	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1302	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1303	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1304	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1305	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1306	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1307	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1308	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1309	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1310	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1311	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1312	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1313	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1314	26.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
1315	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1316	28.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	
1317	30.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
1318	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1319	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1320	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
1321	28.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	
